지역명,연도,월,전용면적,평당분양가격
대구,2017,6,모든면적,10711.8
대구,2017,6,60m²,11731.5
대구,2017,6,60m²~85m²,10725.0
대구,2017,6,85m²~102m²,9962.699999999999
대구,2017,6,102m²~,15549.599999999999
광주,2017,6,모든면적,9609.6
광주,2017,6,60m²,
광주,2017,6,60m²~85m²,9566.699999999999
광주,2017,6,85m²~102m²,9504.0
광주,2017,6,102m²~,11081.4
대전,2017,6,모든면적,9038.699999999999
대전,2017,6,60m²,9401.699999999999
대전,2017,6,60m²~85m²,8860.5
대전,2017,6,85m²~102m²,8580.0
대전,2017,6,102m²~,14282.4
울산,2017,6,모든면적,11820.599999999999
울산,2017,6,60m²,9583.199999999999
울산,2017,6,60m²~85m²,11860.199999999999
울산,2017,6,85m²~102m²,
울산,2017,6,102m²~,10352.099999999999
세종,2017,6,모든면적,9018.9
세종,2017,6,60m²,9170.699999999999
세종,2017,6,60m²~85m²,8919.9
세종,2017,6,85m²~102m²,9197.1
세종,2017,6,102m²~,8952.9
강원,2017,6,모든면적,7032.299999999999
강원,2017,6,60m²,7091.7
강원,2017,6,60m²~85m²,7012.5
강원,2017,6,85m²~102m²,7329.299999999999
강원,2017,6,102m²~,7920.0
충북,2017,6,모든면적,6741.9
충북,2017,6,60m²,7134.599999999999
충북,2017,6,60m²~85m²,6735.299999999999
충북,2017,6,85m²~102m²,8457.9
충북,2017,6,102m²~,8250.0
충남,2017,6,모든면적,7504.2
충남,2017,6,60m²,7771.5
충남,2017,6,60m²~85m²,7474.5
충남,2017,6,85m²~102m²,9777.9
충남,2017,6,102m²~,8448.0
전북,2017,6,모든면적,7263.299999999999
전북,2017,6,60m²,7662.599999999999
전북,2017,6,60m²~85m²,7250.099999999999
전북,2017,6,85m²~102m²,7659.299999999999
전북,2017,6,102m²~,7830.9
전남,2017,6,모든면적,7085.099999999999
전남,2017,6,60m²,7098.299999999999
전남,2017,6,60m²~85m²,7101.599999999999
전남,2017,6,85m²~102m²,7560.299999999999
전남,2017,6,102m²~,7250.099999999999
경북,2017,6,모든면적,7863.9
경북,2017,6,60m²,7887.0
경북,2017,6,60m²~85m²,7840.799999999999
경북,2017,6,85m²~102m²,8877.0
경북,2017,6,102m²~,8824.199999999999
경남,2017,6,모든면적,8065.2
경남,2017,6,60m²,8233.5
경남,2017,6,60m²~85m²,8022.299999999999
경남,2017,6,85m²~102m²,10038.6
경남,2017,6,102m²~,9276.3
제주,2017,6,모든면적,10804.199999999999
제주,2017,6,60m²,15279.0
제주,2017,6,60m²~85m²,10721.699999999999
제주,2017,6,85m²~102m²,15869.699999999999
제주,2017,6,102m²~,15840.0
서울,2017,7,모든면적,21690.899999999998
서울,2017,7,60m²,21483.0
서울,2017,7,60m²~85m²,20928.6
서울,2017,7,85m²~102m²,23515.8
서울,2017,7,102m²~,22222.199999999997
인천,2017,7,모든면적,10962.599999999999
인천,2017,7,60m²,10797.599999999999
인천,2017,7,60m²~85m²,10965.9
인천,2017,7,85m²~102m²,11309.099999999999
인천,2017,7,102m²~,14909.4
경기,2017,7,모든면적,11975.699999999999
경기,2017,7,60m²,12233.099999999999
경기,2017,7,60m²~85m²,11959.199999999999
경기,2017,7,85m²~102m²,11896.5
경기,2017,7,102m²~,13414.5
부산,2017,7,모든면적,11926.199999999999
부산,2017,7,60m²,10814.099999999999
부산,2017,7,60m²~85m²,12269.4
부산,2017,7,85m²~102m²,11523.599999999999
부산,2017,7,102m²~,11147.4
대구,2017,7,모든면적,12771.0
대구,2017,7,60m²,11731.5
대구,2017,7,60m²~85m²,12827.099999999999
대구,2017,7,85m²~102m²,
대구,2017,7,102m²~,15549.599999999999
광주,2017,7,모든면적,9550.199999999999
광주,2017,7,60m²,
광주,2017,7,60m²~85m²,9507.3
광주,2017,7,85m²~102m²,9504.0
광주,2017,7,102m²~,11081.4
대전,2017,7,모든면적,9035.4
대전,2017,7,60m²,9401.699999999999
대전,2017,7,60m²~85m²,8906.699999999999
대전,2017,7,85m²~102m²,9352.199999999999
대전,2017,7,102m²~,14282.4
울산,2017,7,모든면적,11820.599999999999
울산,2017,7,60m²,9583.199999999999
울산,2017,7,60m²~85m²,11860.199999999999
울산,2017,7,85m²~102m²,
울산,2017,7,102m²~,10352.099999999999
세종,2017,7,모든면적,9018.9
세종,2017,7,60m²,9170.699999999999
세종,2017,7,60m²~85m²,8919.9
세종,2017,7,85m²~102m²,9197.1
세종,2017,7,102m²~,8952.9
강원,2017,7,모든면적,7081.799999999999
강원,2017,7,60m²,7151.099999999999
강원,2017,7,60m²~85m²,7065.299999999999
강원,2017,7,85m²~102m²,7329.299999999999
강원,2017,7,102m²~,7923.299999999999
충북,2017,7,모든면적,6741.9
충북,2017,7,60m²,7134.599999999999
충북,2017,7,60m²~85m²,6735.299999999999
충북,2017,7,85m²~102m²,8457.9
충북,2017,7,102m²~,8250.0
충남,2017,7,모든면적,7507.5
충남,2017,7,60m²,7771.5
충남,2017,7,60m²~85m²,7481.099999999999
충남,2017,7,85m²~102m²,9777.9
충남,2017,7,102m²~,8448.0
전북,2017,7,모든면적,7243.5
전북,2017,7,60m²,7834.2
전북,2017,7,60m²~85m²,7240.2
전북,2017,7,85m²~102m²,8104.799999999999
전북,2017,7,102m²~,7527.299999999999
전남,2017,7,모든면적,7085.099999999999
전남,2017,7,60m²,7098.299999999999
전남,2017,7,60m²~85m²,7104.9
전남,2017,7,85m²~102m²,7560.299999999999
전남,2017,7,102m²~,7250.099999999999
경북,2017,7,모든면적,7860.599999999999
경북,2017,7,60m²,7887.0
경북,2017,7,60m²~85m²,7840.799999999999
경북,2017,7,85m²~102m²,8877.0
경북,2017,7,102m²~,8824.199999999999
경남,2017,7,모든면적,8134.5
경남,2017,7,60m²,8454.6
경남,2017,7,60m²~85m²,8085.0
경남,2017,7,85m²~102m²,10038.6
경남,2017,7,102m²~,9325.8
제주,2017,7,모든면적,11005.5
제주,2017,7,60m²,17001.6
제주,2017,7,60m²~85m²,10791.0
제주,2017,7,85m²~102m²,15869.699999999999
제주,2017,7,102m²~,15840.0
서울,2017,8,모든면적,20367.6
서울,2017,8,60m²,21024.3
서울,2017,8,60m²~85m²,19628.399999999998
서울,2017,8,85m²~102m²,23321.1
서울,2017,8,102m²~,20638.199999999997
인천,2017,8,모든면적,10800.9
인천,2017,8,60m²,10589.699999999999
인천,2017,8,60m²~85m²,10810.8
인천,2017,8,85m²~102m²,11309.099999999999
인천,2017,8,102m²~,16453.8
경기,2017,8,모든면적,12015.3
경기,2017,8,60m²,12731.4
경기,2017,8,60m²~85m²,11955.9
경기,2017,8,85m²~102m²,12190.199999999999
경기,2017,8,102m²~,13322.099999999999
부산,2017,8,모든면적,11843.699999999999
부산,2017,8,60m²,11408.099999999999
부산,2017,8,60m²~85m²,12008.699999999999
부산,2017,8,85m²~102m²,11401.5
부산,2017,8,102m²~,12018.599999999999
대구,2017,8,모든면적,13180.199999999999
대구,2017,8,60m²,10764.599999999999
대구,2017,8,60m²~85m²,13176.9
대구,2017,8,85m²~102m²,
대구,2017,8,102m²~,15549.599999999999
광주,2017,8,모든면적,9579.9
광주,2017,8,60m²,
광주,2017,8,60m²~85m²,9537.0
광주,2017,8,85m²~102m²,9504.0
광주,2017,8,102m²~,11081.4
대전,2017,8,모든면적,9035.4
대전,2017,8,60m²,9401.699999999999
대전,2017,8,60m²~85m²,8906.699999999999
대전,2017,8,85m²~102m²,9352.199999999999
대전,2017,8,102m²~,14282.4
울산,2017,8,모든면적,11820.599999999999
울산,2017,8,60m²,9583.199999999999
울산,2017,8,60m²~85m²,11860.199999999999
울산,2017,8,85m²~102m²,
울산,2017,8,102m²~,10352.099999999999
세종,2017,8,모든면적,9022.199999999999
세종,2017,8,60m²,9170.699999999999
세종,2017,8,60m²~85m²,8919.9
세종,2017,8,85m²~102m²,9197.1
세종,2017,8,102m²~,8972.699999999999
강원,2017,8,모든면적,7484.4
강원,2017,8,60m²,7398.599999999999
강원,2017,8,60m²~85m²,7487.7
강원,2017,8,85m²~102m²,7329.299999999999
강원,2017,8,102m²~,7923.299999999999
충북,2017,8,모든면적,6765.0
충북,2017,8,60m²,7134.599999999999
충북,2017,8,60m²~85m²,6758.4
충북,2017,8,85m²~102m²,8457.9
충북,2017,8,102m²~,8250.0
충남,2017,8,모든면적,7448.099999999999
충남,2017,8,60m²,7682.4
충남,2017,8,60m²~85m²,7487.7
충남,2017,8,85m²~102m²,9777.9
충남,2017,8,102m²~,8655.9
전북,2017,8,모든면적,7289.7
전북,2017,8,60m²,7761.599999999999
전북,2017,8,60m²~85m²,7296.299999999999
전북,2017,8,85m²~102m²,8104.799999999999
전북,2017,8,102m²~,7527.299999999999
전남,2017,8,모든면적,7306.2
전남,2017,8,60m²,7098.299999999999
전남,2017,8,60m²~85m²,7329.299999999999
전남,2017,8,85m²~102m²,7560.299999999999
전남,2017,8,102m²~,7250.099999999999
경북,2017,8,모든면적,8055.299999999999
경북,2017,8,60m²,8269.8
경북,2017,8,60m²~85m²,8005.799999999999
경북,2017,8,85m²~102m²,9461.1
경북,2017,8,102m²~,8659.199999999999
경남,2017,8,모든면적,8299.5
경남,2017,8,60m²,8655.9
경남,2017,8,60m²~85m²,8246.699999999999
경남,2017,8,85m²~102m²,10038.6
경남,2017,8,102m²~,9464.4
제주,2017,8,모든면적,11005.5
제주,2017,8,60m²,17001.6
제주,2017,8,60m²~85m²,10791.0
제주,2017,8,85m²~102m²,15869.699999999999
제주,2017,8,102m²~,15840.0
서울,2017,9,모든면적,21473.1
서울,2017,9,60m²,22331.1
서울,2017,9,60m²~85m²,19595.399999999998
서울,2017,9,85m²~102m²,26027.1
서울,2017,9,102m²~,22073.699999999997
인천,2017,9,모든면적,10896.599999999999
인천,2017,9,60m²,10989.0
인천,2017,9,60m²~85m²,10913.099999999999
인천,2017,9,85m²~102m²,11477.4
인천,2017,9,102m²~,16453.8
경기,2017,9,모든면적,11972.4
경기,2017,9,60m²,12876.599999999999
경기,2017,9,60m²~85m²,11883.3
경기,2017,9,85m²~102m²,12196.8
경기,2017,9,102m²~,13348.5
부산,2017,9,모든면적,11860.199999999999
부산,2017,9,60m²,11441.099999999999
부산,2017,9,60m²~85m²,11741.4
부산,2017,9,85m²~102m²,11358.599999999999
부산,2017,9,102m²~,11998.8
대구,2017,9,모든면적,12668.699999999999
대구,2017,9,60m²,11398.199999999999
대구,2017,9,60m²~85m²,12619.199999999999
대구,2017,9,85m²~102m²,
대구,2017,9,102m²~,13440.9
광주,2017,9,모든면적,9718.5
광주,2017,9,60m²,
광주,2017,9,60m²~85m²,9685.5
광주,2017,9,85m²~102m²,9504.0
광주,2017,9,102m²~,10022.1
대전,2017,9,모든면적,9550.199999999999
대전,2017,9,60m²,9962.699999999999
대전,2017,9,60m²~85m²,9428.1
대전,2017,9,85m²~102m²,9352.199999999999
대전,2017,9,102m²~,14282.4
울산,2017,9,모든면적,11820.599999999999
울산,2017,9,60m²,9583.199999999999
울산,2017,9,60m²~85m²,11860.199999999999
울산,2017,9,85m²~102m²,
울산,2017,9,102m²~,10352.099999999999
세종,2017,9,모든면적,9101.4
세종,2017,9,60m²,9249.9
세종,2017,9,60m²~85m²,8857.199999999999
세종,2017,9,85m²~102m²,9226.8
세종,2017,9,102m²~,9236.699999999999
강원,2017,9,모든면적,7375.5
강원,2017,9,60m²,7382.099999999999
강원,2017,9,60m²~85m²,7342.5
강원,2017,9,85m²~102m²,7329.299999999999
강원,2017,9,102m²~,7652.7
충북,2017,9,모든면적,6778.2
충북,2017,9,60m²,7134.599999999999
충북,2017,9,60m²~85m²,6774.9
충북,2017,9,85m²~102m²,8457.9
충북,2017,9,102m²~,8250.0
충남,2017,9,모든면적,7448.099999999999
충남,2017,9,60m²,7682.4
충남,2017,9,60m²~85m²,7487.7
충남,2017,9,85m²~102m²,9777.9
충남,2017,9,102m²~,8655.9
전북,2017,9,모든면적,7322.7
전북,2017,9,60m²,7570.2
전북,2017,9,60m²~85m²,7322.7
전북,2017,9,85m²~102m²,
전북,2017,9,102m²~,7055.4
전남,2017,9,모든면적,7306.2
전남,2017,9,60m²,7098.299999999999
전남,2017,9,60m²~85m²,7329.299999999999
전남,2017,9,85m²~102m²,7560.299999999999
전남,2017,9,102m²~,7250.099999999999
경북,2017,9,모든면적,8015.7
경북,2017,9,60m²,8210.4
경북,2017,9,60m²~85m²,7962.9
경북,2017,9,85m²~102m²,9461.1
경북,2017,9,102m²~,9797.699999999999
경남,2017,9,모든면적,8283.0
경남,2017,9,60m²,8655.9
경남,2017,9,60m²~85m²,8230.199999999999
경남,2017,9,85m²~102m²,13143.9
경남,2017,9,102m²~,10388.4
제주,2017,9,모든면적,10632.599999999999
제주,2017,9,60m²,17754.0
제주,2017,9,60m²~85m²,10395.0
제주,2017,9,85m²~102m²,
제주,2017,9,102m²~,
서울,2017,10,모든면적,21707.399999999998
서울,2017,10,60m²,22489.5
서울,2017,10,60m²~85m²,19582.2
서울,2017,10,85m²~102m²,24004.199999999997
서울,2017,10,102m²~,21644.699999999997
인천,2017,10,모든면적,10890.0
인천,2017,10,60m²,10989.0
인천,2017,10,60m²~85m²,10909.8
인천,2017,10,85m²~102m²,11368.5
인천,2017,10,102m²~,15955.5
경기,2017,10,모든면적,11962.5
경기,2017,10,60m²,12635.699999999999
경기,2017,10,60m²~85m²,11794.199999999999
경기,2017,10,85m²~102m²,12437.699999999999
경기,2017,10,102m²~,13229.699999999999
부산,2017,10,모든면적,12285.9
부산,2017,10,60m²,11837.099999999999
부산,2017,10,60m²~85m²,12325.5
부산,2017,10,85m²~102m²,11398.199999999999
부산,2017,10,102m²~,11711.699999999999
대구,2017,10,모든면적,12668.699999999999
대구,2017,10,60m²,11398.199999999999
대구,2017,10,60m²~85m²,12619.199999999999
대구,2017,10,85m²~102m²,
대구,2017,10,102m²~,13440.9
광주,2017,10,모든면적,9609.6
광주,2017,10,60m²,9160.8
광주,2017,10,60m²~85m²,9589.8
광주,2017,10,85m²~102m²,9504.0
광주,2017,10,102m²~,9952.8
대전,2017,10,모든면적,9005.699999999999
대전,2017,10,60m²,9005.699999999999
대전,2017,10,60m²~85m²,8959.5
대전,2017,10,85m²~102m²,10121.1
대전,2017,10,102m²~,
울산,2017,10,모든면적,11170.5
울산,2017,10,60m²,9583.199999999999
울산,2017,10,60m²~85m²,11180.4
울산,2017,10,85m²~102m²,
울산,2017,10,102m²~,9111.3
세종,2017,10,모든면적,9104.699999999999
세종,2017,10,60m²,9108.0
세종,2017,10,60m²~85m²,8985.9
세종,2017,10,85m²~102m²,9207.0
세종,2017,10,102m²~,9197.1
강원,2017,10,모든면적,7520.7
강원,2017,10,60m²,7342.5
강원,2017,10,60m²~85m²,7477.799999999999
강원,2017,10,85m²~102m²,6639.599999999999
강원,2017,10,102m²~,7893.599999999999
충북,2017,10,모든면적,6798.0
충북,2017,10,60m²,7134.599999999999
충북,2017,10,60m²~85m²,6791.4
충북,2017,10,85m²~102m²,8457.9
충북,2017,10,102m²~,8250.0
충남,2017,10,모든면적,7533.9
충남,2017,10,60m²,7926.599999999999
충남,2017,10,60m²~85m²,7583.4
충남,2017,10,85m²~102m²,9777.9
충남,2017,10,102m²~,8655.9
전북,2017,10,모든면적,7200.599999999999
전북,2017,10,60m²,7454.7
전북,2017,10,60m²~85m²,7170.9
전북,2017,10,85m²~102m²,
전북,2017,10,102m²~,7055.4
전남,2017,10,모든면적,7606.5
전남,2017,10,60m²,7936.5
전남,2017,10,60m²~85m²,7471.2
전남,2017,10,85m²~102m²,7560.299999999999
전남,2017,10,102m²~,7903.5
경북,2017,10,모든면적,7811.099999999999
경북,2017,10,60m²,7797.9
경북,2017,10,60m²~85m²,7774.799999999999
경북,2017,10,85m²~102m²,9461.1
경북,2017,10,102m²~,9797.699999999999
경남,2017,10,모든면적,8038.799999999999
경남,2017,10,60m²,8520.6
경남,2017,10,60m²~85m²,7966.2
경남,2017,10,85m²~102m²,9804.3
경남,2017,10,102m²~,9847.199999999999
제주,2017,10,모든면적,10632.599999999999
제주,2017,10,60m²,17754.0
제주,2017,10,60m²~85m²,10395.0
제주,2017,10,85m²~102m²,
제주,2017,10,102m²~,
서울,2017,11,모든면적,21968.1
서울,2017,11,60m²,22872.3
서울,2017,11,60m²~85m²,19466.7
서울,2017,11,85m²~102m²,24126.3
서울,2017,11,102m²~,22704.0
인천,2017,11,모든면적,10890.0
인천,2017,11,60m²,10989.0
인천,2017,11,60m²~85m²,10909.8
인천,2017,11,85m²~102m²,11368.5
인천,2017,11,102m²~,15955.5
경기,2017,11,모든면적,11738.099999999999
경기,2017,11,60m²,12295.8
경기,2017,11,60m²~85m²,11639.099999999999
경기,2017,11,85m²~102m²,12035.099999999999
경기,2017,11,102m²~,13289.099999999999
부산,2017,11,모든면적,12606.0
부산,2017,11,60m²,12276.0
부산,2017,11,60m²~85m²,12467.4
부산,2017,11,85m²~102m²,12256.199999999999
부산,2017,11,102m²~,12813.9
대구,2017,11,모든면적,12071.4
대구,2017,11,60m²,11437.8
대구,2017,11,60m²~85m²,12058.199999999999
대구,2017,11,85m²~102m²,
대구,2017,11,102m²~,12464.099999999999
광주,2017,11,모든면적,9553.5
광주,2017,11,60m²,9160.8
광주,2017,11,60m²~85m²,9530.4
광주,2017,11,85m²~102m²,
광주,2017,11,102m²~,9454.5
대전,2017,11,모든면적,9180.6
대전,2017,11,60m²,8886.9
대전,2017,11,60m²~85m²,9117.9
대전,2017,11,85m²~102m²,10121.1
대전,2017,11,102m²~,
울산,2017,11,모든면적,11134.199999999999
울산,2017,11,60m²,9583.199999999999
울산,2017,11,60m²~85m²,11147.4
울산,2017,11,85m²~102m²,
울산,2017,11,102m²~,9111.3
세종,2017,11,모든면적,9108.0
세종,2017,11,60m²,9108.0
세종,2017,11,60m²~85m²,8985.9
세종,2017,11,85m²~102m²,9207.0
세종,2017,11,102m²~,9279.6
강원,2017,11,모든면적,7652.7
강원,2017,11,60m²,7398.599999999999
강원,2017,11,60m²~85m²,7619.7
강원,2017,11,85m²~102m²,7335.9
강원,2017,11,102m²~,9078.3
충북,2017,11,모든면적,6854.099999999999
충북,2017,11,60m²,7269.9
충북,2017,11,60m²~85m²,6850.799999999999
충북,2017,11,85m²~102m²,7494.299999999999
충북,2017,11,102m²~,8263.199999999999
충남,2017,11,모든면적,7451.4
충남,2017,11,60m²,7929.9
충남,2017,11,60m²~85m²,7494.299999999999
충남,2017,11,85m²~102m²,
충남,2017,11,102m²~,7533.9
전북,2017,11,모든면적,7260.0
전북,2017,11,60m²,7454.7
전북,2017,11,60m²~85m²,7233.599999999999
전북,2017,11,85m²~102m²,
전북,2017,11,102m²~,8055.299999999999
전남,2017,11,모든면적,7883.7
전남,2017,11,60m²,7821.0
전남,2017,11,60m²~85m²,7797.9
전남,2017,11,85m²~102m²,7560.299999999999
전남,2017,11,102m²~,8220.3
경북,2017,11,모든면적,7887.0
경북,2017,11,60m²,7943.099999999999
경북,2017,11,60m²~85m²,7863.9
경북,2017,11,85m²~102m²,
경북,2017,11,102m²~,9850.5
경남,2017,11,모든면적,8649.3
경남,2017,11,60m²,8976.0
경남,2017,11,60m²~85m²,8517.3
경남,2017,11,85m²~102m²,9616.199999999999
경남,2017,11,102m²~,9365.4
제주,2017,11,모든면적,11748.0
제주,2017,11,60m²,17754.0
제주,2017,11,60m²~85m²,11474.099999999999
제주,2017,11,85m²~102m²,
제주,2017,11,102m²~,
서울,2017,12,모든면적,22129.8
서울,2017,12,60m²,23116.5
서울,2017,12,60m²~85m²,19364.399999999998
서울,2017,12,85m²~102m²,24677.399999999998
서울,2017,12,102m²~,22822.8
인천,2017,12,모든면적,10949.4
인천,2017,12,60m²,11068.199999999999
인천,2017,12,60m²~85m²,10969.199999999999
인천,2017,12,85m²~102m²,11477.4
인천,2017,12,102m²~,15955.5
경기,2017,12,모든면적,11936.099999999999
경기,2017,12,60m²,12635.699999999999
경기,2017,12,60m²~85m²,11721.599999999999
경기,2017,12,85m²~102m²,12196.8
경기,2017,12,102m²~,13632.3
부산,2017,12,모든면적,12678.599999999999
부산,2017,12,60m²,12332.099999999999
부산,2017,12,60m²~85m²,12549.9
부산,2017,12,85m²~102m²,12183.599999999999
부산,2017,12,102m²~,12767.699999999999
대구,2017,12,모든면적,11751.3
대구,2017,12,60m²,11437.8
대구,2017,12,60m²~85m²,11761.199999999999
대구,2017,12,85m²~102m²,
대구,2017,12,102m²~,11691.9
광주,2017,12,모든면적,9556.8
광주,2017,12,60m²,9160.8
광주,2017,12,60m²~85m²,9537.0
광주,2017,12,85m²~102m²,
광주,2017,12,102m²~,9454.5
대전,2017,12,모든면적,8929.8
대전,2017,12,60m²,8672.4
대전,2017,12,60m²~85m²,8877.0
대전,2017,12,85m²~102m²,10121.1
대전,2017,12,102m²~,
울산,2017,12,모든면적,10434.599999999999
울산,2017,12,60m²,
울산,2017,12,60m²~85m²,10434.599999999999
울산,2017,12,85m²~102m²,
울산,2017,12,102m²~,
세종,2017,12,모든면적,10431.3
세종,2017,12,60m²,
세종,2017,12,60m²~85m²,10441.199999999999
세종,2017,12,85m²~102m²,10226.699999999999
세종,2017,12,102m²~,10649.099999999999
강원,2017,12,모든면적,7596.599999999999
강원,2017,12,60m²,7269.9
강원,2017,12,60m²~85m²,7566.9
강원,2017,12,85m²~102m²,7388.7
강원,2017,12,102m²~,8906.699999999999
충북,2017,12,모든면적,6854.099999999999
충북,2017,12,60m²,7269.9
충북,2017,12,60m²~85m²,6850.799999999999
충북,2017,12,85m²~102m²,7494.299999999999
충북,2017,12,102m²~,8263.199999999999
충남,2017,12,모든면적,7778.099999999999
충남,2017,12,60m²,8269.8
충남,2017,12,60m²~85m²,7830.9
충남,2017,12,85m²~102m²,
충남,2017,12,102m²~,7533.9
전북,2017,12,모든면적,7345.799999999999
전북,2017,12,60m²,7454.7
전북,2017,12,60m²~85m²,7309.5
전북,2017,12,85m²~102m²,7329.299999999999
전북,2017,12,102m²~,8028.9
전남,2017,12,모든면적,7920.0
전남,2017,12,60m²,8009.099999999999
전남,2017,12,60m²~85m²,7860.599999999999
전남,2017,12,85m²~102m²,7560.299999999999
전남,2017,12,102m²~,7995.9
경북,2017,12,모든면적,7887.0
경북,2017,12,60m²,7943.099999999999
경북,2017,12,60m²~85m²,7863.9
경북,2017,12,85m²~102m²,
경북,2017,12,102m²~,9850.5
경남,2017,12,모든면적,8896.8
경남,2017,12,60m²,9187.199999999999
경남,2017,12,60m²~85m²,8797.8
경남,2017,12,85m²~102m²,9616.199999999999
경남,2017,12,102m²~,9358.8
제주,2017,12,모든면적,11807.4
제주,2017,12,60m²,17754.0
제주,2017,12,60m²~85m²,11441.099999999999
제주,2017,12,85m²~102m²,
제주,2017,12,102m²~,9995.699999999999
서울,2018,1,모든면적,21855.899999999998
서울,2018,1,60m²,22763.399999999998
서울,2018,1,60m²~85m²,19328.1
서울,2018,1,85m²~102m²,24677.399999999998
서울,2018,1,102m²~,22822.8
인천,2018,1,모든면적,10998.9
인천,2018,1,60m²,11140.8
인천,2018,1,60m²~85m²,10969.199999999999
인천,2018,1,85m²~102m²,11477.4
인천,2018,1,102m²~,15955.5
경기,2018,1,모든면적,12691.8
경기,2018,1,60m²,13592.699999999999
경기,2018,1,60m²~85m²,12516.9
경기,2018,1,85m²~102m²,14355.0
경기,2018,1,102m²~,15285.599999999999
부산,2018,1,모든면적,12678.599999999999
부산,2018,1,60m²,12332.099999999999
부산,2018,1,60m²~85m²,12549.9
부산,2018,1,85m²~102m²,12183.599999999999
부산,2018,1,102m²~,12767.699999999999
대구,2018,1,모든면적,11830.5
대구,2018,1,60m²,11619.3
대구,2018,1,60m²~85m²,11837.099999999999
대구,2018,1,85m²~102m²,
대구,2018,1,102m²~,11691.9
광주,2018,1,모든면적,9550.199999999999
광주,2018,1,60m²,9160.8
광주,2018,1,60m²~85m²,9527.1
광주,2018,1,85m²~102m²,
광주,2018,1,102m²~,9454.5
대전,2018,1,모든면적,9055.199999999999
대전,2018,1,60m²,8672.4
대전,2018,1,60m²~85m²,9075.0
대전,2018,1,85m²~102m²,10121.1
대전,2018,1,102m²~,
울산,2018,1,모든면적,10434.599999999999
울산,2018,1,60m²,
울산,2018,1,60m²~85m²,10434.599999999999
울산,2018,1,85m²~102m²,
울산,2018,1,102m²~,
세종,2018,1,모든면적,10431.3
세종,2018,1,60m²,
세종,2018,1,60m²~85m²,10441.199999999999
세종,2018,1,85m²~102m²,10226.699999999999
세종,2018,1,102m²~,10649.099999999999
강원,2018,1,모든면적,7669.2
강원,2018,1,60m²,7312.799999999999
강원,2018,1,60m²~85m²,7662.599999999999
강원,2018,1,85m²~102m²,8550.3
강원,2018,1,102m²~,8923.199999999999
충북,2018,1,모든면적,6854.099999999999
충북,2018,1,60m²,7269.9
충북,2018,1,60m²~85m²,6850.799999999999
충북,2018,1,85m²~102m²,7494.299999999999
충북,2018,1,102m²~,8263.199999999999
충남,2018,1,모든면적,7900.2
충남,2018,1,60m²,7989.299999999999
충남,2018,1,60m²~85m²,7949.7
충남,2018,1,85m²~102m²,
충남,2018,1,102m²~,7533.9
전북,2018,1,모든면적,7345.799999999999
전북,2018,1,60m²,7454.7
전북,2018,1,60m²~85m²,7309.5
전북,2018,1,85m²~102m²,7329.299999999999
전북,2018,1,102m²~,8028.9
전남,2018,1,모든면적,7920.0
전남,2018,1,60m²,8009.099999999999
전남,2018,1,60m²~85m²,7854.0
전남,2018,1,85m²~102m²,8114.7
전남,2018,1,102m²~,8111.4
경북,2018,1,모든면적,8055.299999999999
경북,2018,1,60m²,8332.5
경북,2018,1,60m²~85m²,8035.5
경북,2018,1,85m²~102m²,
경북,2018,1,102m²~,9461.1
경남,2018,1,모든면적,8896.8
경남,2018,1,60m²,9187.199999999999
경남,2018,1,60m²~85m²,8797.8
경남,2018,1,85m²~102m²,9616.199999999999
경남,2018,1,102m²~,9358.8
제주,2018,1,모든면적,11998.8
제주,2018,1,60m²,17754.0
제주,2018,1,60m²~85m²,11589.599999999999
제주,2018,1,85m²~102m²,
제주,2018,1,102m²~,9995.699999999999
서울,2018,2,모든면적,21882.3
서울,2018,2,60m²,22793.1
서울,2018,2,60m²~85m²,21030.899999999998
서울,2018,2,85m²~102m²,24733.5
서울,2018,2,102m²~,22799.699999999997
인천,2018,2,모든면적,11028.599999999999
인천,2018,2,60m²,11328.9
인천,2018,2,60m²~85m²,11015.4
인천,2018,2,85m²~102m²,11477.4
인천,2018,2,102m²~,15955.5
경기,2018,2,모든면적,12790.8
경기,2018,2,60m²,14011.8
경기,2018,2,60m²~85m²,12625.8
경기,2018,2,85m²~102m²,14358.3
경기,2018,2,102m²~,15361.5
부산,2018,2,모든면적,12705.0
부산,2018,2,60m²,12355.199999999999
부산,2018,2,60m²~85m²,12579.599999999999
부산,2018,2,85m²~102m²,12183.599999999999
부산,2018,2,102m²~,12767.699999999999
대구,2018,2,모든면적,11101.199999999999
대구,2018,2,60m²,11619.3
대구,2018,2,60m²~85m²,11104.5
대구,2018,2,85m²~102m²,
대구,2018,2,102m²~,11691.9
광주,2018,2,모든면적,9550.199999999999
광주,2018,2,60m²,9160.8
광주,2018,2,60m²~85m²,9527.1
광주,2018,2,85m²~102m²,
광주,2018,2,102m²~,9454.5
대전,2018,2,모든면적,9527.1
대전,2018,2,60m²,8243.4
대전,2018,2,60m²~85m²,9510.6
대전,2018,2,85m²~102m²,10121.1
대전,2018,2,102m²~,
울산,2018,2,모든면적,10474.199999999999
울산,2018,2,60m²,
울산,2018,2,60m²~85m²,10474.199999999999
울산,2018,2,85m²~102m²,
울산,2018,2,102m²~,
세종,2018,2,모든면적,10431.3
세종,2018,2,60m²,
세종,2018,2,60m²~85m²,10441.199999999999
세종,2018,2,85m²~102m²,10226.699999999999
